,symbol,currency,cik,exchange,exchange_short_name,industry,country,ipo_date,is_fund
12541,ZTEK,USD,0001904501,NASDAQ Capital Market,NASDAQ,Medical - Instruments & Supplies,CA,2012-04-02,False
12542,MCHVY,USD,,Other OTC,OTC,"Gambling, Resorts & Casinos",MO,2015-01-29,False
12543,SBLRF,USD,,Other OTC,OTC,Other Precious Metals,CA,2021-01-08,False
12544,ALFVY,USD,,Other OTC,OTC,Industrial - Machinery,SE,2010-01-20,False
12545,0691.HK,HKD,,Hong Kong Stock Exchange,HKSE,Construction Materials,CN,2008-07-04,False
12546,JGMRX,USD,0000277751,NASDAQ,NASDAQ,Asset Management,US,2005-08-04,True
12547,TENT.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,2020-10-19,False
12548,ALDNF,USD,,Other OTC,OTC,Medical - Healthcare Information Services,DE,2021-03-24,False
12549,PAFO,USD,0001858414,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-09-27,False
12550,WWT.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Agricultural - Machinery,CA,2019-03-19,False
12551,TPS.AX,AUD,,Australian Securities Exchange,ASX,Security & Protection Services,AU,2020-09-22,False
12552,RBTC,USD,0001862068,Other OTC,OTC,Software - Application,US,2022-08-16,False
12553,QMCQF,USD,,Other OTC,OTC,Industrial Materials,CA,2013-02-15,False
12554,ACRO-WT,USD,0001847891,New York Stock Exchange,NYSE,,,,False
12555,TAH.AX,AUD,,Australian Securities Exchange,ASX,"Gambling, Resorts & Casinos",AU,1994-09-01,False
12556,LIDRW,USD,0001818644,NASDAQ Capital Market,NASDAQ,Auto - Parts,US,2021-01-08,False
12557,YOKEF,USD,,Other OTC,OTC,Industrial - Machinery,JP,2013-09-10,False
12558,ENGL.F,EUR,,Frankfurt Stock Exchange,XETRA,Financial - Credit Services,DE,2022-04-27,False
12559,ANDR.VI,EUR,,Vienna Stock Exchange,VIE,Industrial - Distribution,AT,2001-06-25,False
12560,UDOCF,USD,,Other OTC,OTC,Medical - Healthcare Information Services,CA,2022-03-22,False
12561,IJ8.DE,EUR,,Deutsche Börse,XETRA,Industrial - Machinery,GB,2021-09-17,False
12562,GNENY,USD,,Other OTC,OTC,Chemicals,CN,2021-03-18,False
12563,TBLA,USD,0001840502,NASDAQ Global Select,NASDAQ,Internet Content & Information,US,2021-06-30,False
12564,MUNJALSHOW.BO,INR,,Bombay Stock Exchange,BSE,Auto - Parts,IN,,False
12565,NVTQF,USD,,Other OTC,OTC,Uranium,CA,2017-06-02,False
12566,ASB-PF,USD,0000007789,New York Stock Exchange,NYSE,Banks - Regional,US,2020-06-11,False
12567,GF.SW,CHF,,Swiss Exchange,SIX,Industrial - Machinery,CH,1995-04-03,False
12568,VIVT3.SA,BRL,,B3 S.A.,SAO,Telecommunications Services,BR,2000-01-03,False
12569,GRX.AX,AUD,,Australian Securities Exchange,ASX,Copper,AU,1999-07-26,False
12570,GLLIR,USD,0001888734,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-12-23,False
12571,KDLYW,USD,0001946573,NASDAQ,NASDAQ,Medical - Care Facilities,US,,False
12572,ADVOF,USD,,Other OTC,OTC,Communication Equipment,DE,2010-04-05,False
12573,200761.SZ,HKD,,Shenzhen Stock Exchange,SHZ,Steel,CN,1997-07-08,False
12574,PUC.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2005-05-31,False
12575,BRFS3.SA,BRL,,B3 S.A.,SAO,Packaged Foods,BR,2000-01-03,False
12576,SWIGGY.NS,INR,,National Stock Exchange of India,NSE,Specialty Retail,IN,2024-11-13,False
12577,PETV,USD,0001512922,Other OTC,OTC,Medical - Devices,US,2014-09-08,False
12578,WHAUP.BK,THB,,Stock Exchange of Thailand,SET,Regulated Water,TH,2017-04-10,False
12579,CAWLF,USD,,Other OTC,OTC,Oil & Gas Equipment & Services,CA,2014-06-20,False
12580,CLAI.L,GBp,,London Stock Exchange,LSE,Household & Personal Products,GB,2021-02-26,False
12581,LPKFF,USD,,Other OTC,OTC,Industrial - Machinery,DE,2011-05-09,False
12582,PSL.BK,THB,,Stock Exchange of Thailand,SET,Marine Shipping,TH,2000-01-07,False
12583,LTSF,USD,0001029730,Other OTC,OTC,Investment - Banking & Investment Services,US,2018-06-04,False
12584,WILC.TA,ILA,,Tel Aviv Stock Exchange,TLV,Food Distribution,IL,2020-06-15,False
12585,BLDP.TO,CAD,,Toronto Stock Exchange,TSX,Industrial - Machinery,CA,1996-03-21,False
12586,AGM-PF,USD,0000845877,New York Stock Exchange,NYSE,Financial - Credit Services,US,2020-08-14,False
12587,BAC-PE,USD,0000070858,New York Stock Exchange,NYSE,Banks - Diversified,US,2006-11-14,False
12588,AEE.AX,AUD,,Australian Securities Exchange,ASX,Uranium,AU,2006-05-30,False
12589,TREEHOUSE.BO,INR,,Bombay Stock Exchange,BSE,Education & Training Services,IN,2011-08-26,False
12590,VENUSREM.NS,INR,,National Stock Exchange of India,NSE,Drug Manufacturers - Specialty & Generic,IN,2006-12-20,False
12591,CTSA3.SA,BRL,,B3 S.A.,SAO,Apparel - Manufacturers,BR,2000-10-23,False
12592,PLTR,USD,0001321655,NASDAQ Global Select,NASDAQ,Software - Infrastructure,US,2020-09-30,False
12593,BCTCF,USD,,Other OTC,OTC,Software - Application,HK,2022-10-06,False
12594,LIFWZ,USD,0001802450,NASDAQ Global Market,NASDAQ,Medical - Healthcare Information Services,US,,False
12595,PFXNL,USD,0001490349,NASDAQ Global Market,NASDAQ,Asset Management,US,2013-03-22,False
12596,SIMPLEXINF.BO,INR,,Bombay Stock Exchange,BSE,Engineering & Construction,IN,2004-10-21,False
12597,CWR.L,GBp,,London Stock Exchange,LSE,Electrical Equipment & Parts,GB,2004-11-25,False
12598,HCHOF,USD,,Other OTC,OTC,Food Confectioners,GB,2017-12-13,False
12599,CWYUF,USD,,Other OTC,OTC,REIT - Retail,CA,2008-06-24,False
12600,CLBS.L,GBp,,London Stock Exchange,LSE,Software - Application,GB,1997-09-09,False
12601,7864.T,JPY,,Tokyo Stock Exchange,JPX,Packaging & Containers,JP,2003-12-25,False
12602,NWSLV.AX,AUD,,Australian Securities Exchange,ASX,Entertainment,US,2005-09-29,False
12603,LKOH.ME,RUB,,Moscow Stock Exchange,MCX,Oil & Gas Integrated,RU,2010-03-03,False
12604,CEA,USD,0001030475,New York Stock Exchange,NYSE,"Airlines, Airports & Air Services",CN,2001-08-23,False
12605,GXS.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,1996-08-08,False
12606,MPJFF,USD,,Other OTC,OTC,Gold,AU,2009-09-23,False
12607,PRRUF,USD,,Other OTC,OTC,Biotechnology,AU,2012-02-22,False
12608,AUB,USD,0000883948,NASDAQ Global Select,NASDAQ,Banks - Regional,US,1993-10-06,False
12609,FACT.NS,INR,,National Stock Exchange of India,NSE,Agricultural Inputs,IN,2002-07-01,False
12610,EPYFF,USD,,Other OTC,OTC,Electronic Gaming & Multimedia,CA,2015-09-22,False
12611,601995.SS,CNY,,Shanghai Stock Exchange,SHH,Financial - Capital Markets,CN,2020-11-02,False
12612,GUJAPOLLO.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,IN,2007-06-04,False
12613,JKTYRE.BO,INR,,Bombay Stock Exchange,BSE,Auto - Parts,IN,2000-01-03,False
12614,0NES.L,EUR,,London Stock Exchange,LSE,Medical - Equipment & Services,FI,2008-01-09,False
12615,TOIPY,USD,,Other OTC,OTC,Oil & Gas Refining & Marketing,TH,2012-08-03,False
12616,KETA.CN,CAD,,Canadian Securities Exchange,CNQ,Medical - Healthcare Information Services,CA,2021-11-29,False
12617,GAMA.L,GBp,,London Stock Exchange,LSE,Telecommunications Services,GB,2014-10-10,False
12618,CLLXF,USD,,Other OTC,OTC,Industrial Materials,CA,2011-12-21,False
12619,AUEEF,USD,,Other OTC,OTC,Uranium,AU,2009-09-18,False
12620,VAQC,USD,0001842386,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-03-10,False
12621,KFII,USD,0002029976,NASDAQ Global Select,NASDAQ,Shell Companies,US,2025-03-13,False
12622,SNP,USD,0001123658,New York Stock Exchange,NYSE,Oil & Gas Integrated,CN,2013-02-11,False
12623,GEMSF,USD,,Other OTC,OTC,Software - Application,CA,2022-12-19,False
12624,YOU.F,EUR,,Frankfurt Stock Exchange,XETRA,Specialty Retail,DE,2021-06-18,False
12625,SRGHFL.NS,INR,,National Stock Exchange of India,NSE,,IN,2023-08-21,False
12626,RBAC,USD,0001815184,New York Stock Exchange,NYSE,Shell Companies,US,2020-10-05,False
12627,ZEOWW,USD,0001865506,NASDAQ Global Market,NASDAQ,Solar,US,,False
12628,3101.T,JPY,,Tokyo Stock Exchange,JPX,Chemicals - Specialty,JP,2000-01-04,False
12629,KBSTF,USD,,Other OTC,OTC,Steel,JP,2012-04-18,False
12630,FNMFO,USD,0000310522,Other OTC,OTC,Financial - Mortgages,US,2011-12-23,False
12631,ESPI,USD,0001346526,Other OTC,OTC,Chemicals - Specialty,US,,False
12632,AEC1.DE,EUR,,Deutsche Börse,XETRA,Financial - Credit Services,US,2007-12-21,False
12633,HCDIQ,USD,,Other OTC,OTC,Real Estate - Development,US,2020-08-28,False
12634,BZQIY,USD,,Other OTC,OTC,Telecommunications Services,IL,2010-07-14,False
12635,CRICF,USD,,Other OTC,OTC,Industrial Materials,CA,2022-12-06,False
12636,0RDG.L,EUR,,London Stock Exchange,LSE,Apparel - Retail,ZA,2023-08-29,False
12637,DTPKF,USD,,Other OTC,OTC,Chemicals - Specialty,IT,2019-06-10,False
12638,FLIDY,USD,,Other OTC,OTC,Industrial - Machinery,DK,2010-01-05,False
12639,APH,USD,0000820313,New York Stock Exchange,NYSE,"Hardware, Equipment & Parts",US,1991-11-08,False
12640,GBRGR,USD,0001822792,NASDAQ Capital Market,NASDAQ,Shell Companies,HK,2021-04-16,False
12641,YAMCF,USD,,Other OTC,OTC,Leisure,JP,2015-01-29,False
12642,SPKEP,USD,0001606268,NASDAQ Global Select,NASDAQ,Regulated Electric,US,2022-01-31,False
12643,BHEL.NS,INR,,National Stock Exchange of India,NSE,Industrial - Machinery,IN,1996-01-01,False
12644,FCMGF,USD,,Other OTC,OTC,Financial - Mortgages,CA,2013-03-05,False
12645,LILIF,USD,0001689448,Other OTC,OTC,Industrial Materials,CA,2007-07-05,False
12646,FIARX,USD,0000751199,NASDAQ,NASDAQ,Asset Management - Income,US,2007-08-31,False
12647,TLO.TO,CAD,,Toronto Stock Exchange,TSX,Industrial Materials,VG,2005-04-13,False
12648,EFC,USD,0001411342,New York Stock Exchange,NYSE,REIT - Mortgage,US,2010-10-08,False
12649,DCM.TO,CAD,,Toronto Stock Exchange,TSX,Specialty Business Services,CA,2005-12-19,False
12650,AITUF,USD,,Other OTC,OTC,"Hardware, Equipment & Parts",JP,2013-10-09,False
12651,VOLCAR-B.ST,SEK,,Stockholm Stock Exchange,STO,Auto - Manufacturers,SE,2021-10-29,False
12652,1YD.DE,EUR,,Deutsche Börse,XETRA,Semiconductors,US,2019-10-14,False
12653,NS6.F,EUR,,Frankfurt Stock Exchange,XETRA,Marine Shipping,NO,2021-02-12,False
12654,9633.HK,HKD,,Hong Kong Stock Exchange,HKSE,Beverages - Non-Alcoholic,CN,2020-09-08,False
12655,MLBEF,USD,,Other OTC,OTC,Information Technology Services,AU,2009-10-08,False
12656,IRDM,USD,0001418819,NASDAQ Global Select,NASDAQ,Telecommunications Services,US,2008-03-20,False
12657,VQA.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2011-06-28,False
12658,DNTUY,USD,,Other OTC,OTC,Advertising Agencies,JP,2010-07-23,False
12659,BVTEF,USD,0001271580,Other OTC,OTC,Gold,CA,2013-04-16,False
12660,1112.HK,HKD,,Hong Kong Stock Exchange,HKSE,Packaged Foods,HK,2010-12-17,False
12661,CHLWF,USD,,Other OTC,OTC,REIT - Diversified,AU,2021-06-03,True
12662,WTO,USD,0001789299,NASDAQ Capital Market,NASDAQ,Consumer Electronics,CN,2021-04-06,False
12663,RSG,USD,0001060391,New York Stock Exchange,NYSE,Waste Management,US,1998-07-01,False
12664,EACQ,USD,0001641197,NASDAQ,NASDAQ,,,2015-10-02,False
12665,ALLEI.ST,SEK,,Stockholm Stock Exchange,STO,Steel,SE,2022-08-31,False
12666,MUV2.MI,EUR,,Italian Stock Exchange,MIL,Insurance - Reinsurance,DE,2006-10-16,False
12667,T.TO,CAD,,Toronto Stock Exchange,TSX,Telecommunications Services,CA,1995-01-12,False
12668,NSTYY,USD,,Other OTC,OTC,Gold,AU,2020-03-20,False
12669,KEEPLEARN.NS,INR,,National Stock Exchange of India,NSE,Education & Training Services,IN,2021-03-25,False
12670,BKHYY,USD,,Other OTC,OTC,Banks - Regional,IL,2008-01-30,False
12671,LUS1.F,EUR,,Frankfurt Stock Exchange,XETRA,Financial - Capital Markets,DE,2007-12-28,False
12672,PFFVF,USD,,Other OTC,OTC,Industrial - Machinery,DE,2009-02-13,False
12673,ITI.NS,INR,,National Stock Exchange of India,NSE,Communication Equipment,IN,2002-07-01,False
12674,CLC.CN,CAD,,Canadian Securities Exchange,CNQ,Drug Manufacturers - Specialty & Generic,CA,2020-10-01,False
12675,PSYCF,USD,0001847706,Other OTC,OTC,Packaged Foods,CA,2021-01-08,False
12676,FE.CN,CAD,,Canadian Securities Exchange,CNQ,Industrial Materials,CA,1996-08-08,False
12677,SANGHVIMOV.NS,INR,,National Stock Exchange of India,NSE,Rental & Leasing Services,IN,2007-01-24,False
12678,MOVE.NE,CAD,,CBOE CA,NEO,Renewable Utilities,CA,1996-08-08,False
12679,MILOF,USD,0001898643,Other OTC,OTC,Communication Equipment,AU,2019-04-17,False
12680,AIMLF,USD,,Other OTC,OTC,Medical - Healthcare Information Services,CA,1996-10-30,False
12681,EDVMF,USD,,Other OTC,OTC,Gold,GB,2004-03-31,False
12682,CKHGY,USD,,Other OTC,OTC,Banks - Regional,ZA,2017-03-27,False
12683,SBFC.BO,INR,,Bombay Stock Exchange,BSE,Financial - Credit Services,IN,2023-08-16,False
12684,TWR.AX,AUD,,Australian Securities Exchange,ASX,Insurance - Property & Casualty,NZ,1999-09-27,False
12685,COE.AX,AUD,,Australian Securities Exchange,ASX,Oil & Gas Exploration & Production,AU,2002-03-12,False
12686,RG.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Gold,CA,2007-06-04,False
12687,NGKIF,USD,,Other OTC,OTC,Industrial - Machinery,JP,2012-08-03,False
12688,EBRPF,USD,,Other OTC,OTC,Packaged Foods,ES,2010-11-22,False
12689,RSASF,USD,,Other OTC,OTC,Software - Application,CA,2011-08-23,False
12690,ADN.TO,CAD,,Toronto Stock Exchange,TSX,"Paper, Lumber & Forest Products",CA,2008-07-23,False
12691,TGIPX,USD,0000923084,NASDAQ,NASDAQ,Asset Management,US,2016-03-24,True
12692,RCI-B.TO,CAD,,Toronto Stock Exchange,TSX,Telecommunications Services,CA,1995-01-12,False
12693,KSCL.NS,INR,,National Stock Exchange of India,NSE,Agricultural Farm Products,IN,2007-10-04,False
12694,MYSZ,USD,0001211805,NASDAQ Capital Market,NASDAQ,Software - Application,IL,2016-08-09,False
12695,QZMRF,USD,0000811522,Other OTC,OTC,Industrial Materials,CA,2003-01-31,False
12696,092730.KS,KRW,,Korea Exchange,KSC,Household & Personal Products,KR,2007-12-28,False
12697,WWLNF,USD,,Other OTC,OTC,Software - Infrastructure,FR,2016-07-22,False
12698,MCAC,USD,0001895249,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-07-01,False
12699,EQD,USD,0001818221,New York Stock Exchange,NYSE,Shell Companies,US,2020-11-06,False
12700,EMNT.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,2012-10-23,False
12701,8766.T,JPY,,Tokyo Stock Exchange,JPX,Insurance - Property & Casualty,JP,2000-01-04,False
12702,RY.TO,CAD,,Toronto Stock Exchange,TSX,Banks - Diversified,CA,1995-01-12,False
12703,DNPLY,USD,,Other OTC,OTC,Specialty Business Services,JP,1996-11-18,False
12704,PONNIERODE.NS,INR,,National Stock Exchange of India,NSE,Food Confectioners,IN,2002-07-01,False
12705,TUSK.CN,CAD,,Canadian Securities Exchange,CNQ,Gold,CA,2017-11-14,False
12706,RNT.F,EUR,,Frankfurt Stock Exchange,XETRA,Asset Management,LU,2021-03-05,False
12707,NAUKRI.BO,INR,,Bombay Stock Exchange,BSE,Internet Content & Information,IN,2006-11-22,False
12708,RHEP,USD,0001004724,Other OTC,OTC,Medical - Care Facilities,US,2017-10-09,False
12709,PPH.NZ,NZD,,New Zealand Exchange,NZE,Software - Infrastructure,NZ,2014-08-14,False
12710,PRAENG.NS,INR,,National Stock Exchange of India,NSE,Real Estate - Development,IN,2007-01-03,False
12711,LAOPALA.NS,INR,,National Stock Exchange of India,NSE,"Furnishings, Fixtures & Appliances",IN,2007-03-16,False
12712,EMLD,USD,0001889123,NASDAQ Global Market,NASDAQ,Shell Companies,US,2022-02-09,False
12713,MTSS.ME,RUB,,Moscow Stock Exchange,MCX,Telecommunications Services,RU,2011-11-21,False
12714,CSUAY,USD,,Other OTC,OTC,Coal,CN,2010-01-20,False
12715,PNPFF,USD,,Other OTC,OTC,Financial - Capital Markets,CA,2006-08-07,False
12716,PLY.V,CAD,,Toronto Stock Exchange Ventures,TSXV,Industrial Materials,CA,1996-08-08,False
12717,LHA.DE,EUR,,Deutsche Börse,XETRA,"Airlines, Airports & Air Services",DE,1996-12-16,False
12718,DJML.NS,INR,,National Stock Exchange of India,NSE,Specialty Business Services,IN,2022-12-05,False
12719,EMUDHRA.BO,INR,,Bombay Stock Exchange,BSE,Software - Application,IN,,False
12720,RMRDF,USD,,Other OTC,OTC,Gold,CA,2012-09-25,False
12721,C76.SI,SGD,,Stock Exchange of Singapore,SES,Computer Hardware,SG,2000-01-03,False
12722,MHIVF,USD,,Other OTC,OTC,Real Estate - Services,CA,2018-01-11,False
12723,PRETL,USD,,Other OTC,OTC,REIT - Retail,US,2012-10-15,True
12724,KEC.NS,INR,,National Stock Exchange of India,NSE,Engineering & Construction,IN,2002-08-12,False
12725,HMRRF,USD,,Other OTC,OTC,Other Precious Metals,AU,2017-03-01,False
12726,DHHCW,USD,0001830188,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-03-18,False
12727,MRVSY,USD,,Other OTC,OTC,Agricultural Farm Products,BR,2012-08-22,False
12728,TGBHOTELS.BO,INR,,Bombay Stock Exchange,BSE,Travel Lodging,IN,2007-05-17,False
12729,AUBANK.NS,INR,,National Stock Exchange of India,NSE,Banks - Regional,IN,2017-07-11,False
12730,EEYUF,USD,,Other OTC,OTC,Oil & Gas Equipment & Services,CA,2006-06-20,False
12731,OKYO.L,GBp,,London Stock Exchange,LSE,Biotechnology,GB,2018-07-17,False
12732,FCIGX,USD,0000754510,NASDAQ,NASDAQ,Asset Management,US,2001-11-02,True
12733,6632.T,JPY,,Tokyo Stock Exchange,JPX,Consumer Electronics,JP,2001-01-01,False
12734,0R3M.L,EUR,,London Stock Exchange,LSE,Medical - Pharmaceuticals,DE,2015-04-23,False
12735,ELUX-B.ST,SEK,,Stockholm Stock Exchange,STO,"Furnishings, Fixtures & Appliances",SE,2000-01-03,False
12736,THGHY,USD,,Other OTC,OTC,Specialty Retail,GB,2022-02-10,False
12737,GATECH.BO,INR,,Bombay Stock Exchange,BSE,Asset Management,IN,2005-08-11,False
12738,CRZNW,USD,0001844635,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-05-14,False
12739,TISNF,USD,,Other OTC,OTC,Information Technology Services,JP,2020-09-08,False
12740,APLIF,USD,,Other OTC,OTC,Biotechnology,CA,2021-01-08,False
12741,BTX,USD,0001836057,NASDAQ Global Market,NASDAQ,Biotechnology,US,1991-08-29,False
12742,SUPGF,USD,,Other OTC,OTC,Gold,CA,2017-09-19,False
12743,SHQAU,USD,0001844908,NASDAQ Capital Market,NASDAQ,Shell Companies,US,2021-05-12,False
12744,KINV-A.ST,SEK,,Stockholm Stock Exchange,STO,Asset Management,SE,2000-01-03,False
12745,ELRXF,USD,,Other OTC,OTC,"Furnishings, Fixtures & Appliances",SE,2013-03-06,False
12746,0J3N.L,USD,,London Stock Exchange,LSE,General Transportation,US,2018-01-29,False
12747,TWCBW,USD,0001845618,NASDAQ Capital Market,NASDAQ,Shell Companies,,,False
12748,MKFG-WT,USD,0001816613,New York Stock Exchange,NYSE,Computer Hardware,US,,False
12749,SNBIF,USD,,Other OTC,OTC,Biotechnology,JP,2015-10-12,False
12750,BRNL.BO,INR,,Bombay Stock Exchange,BSE,Industrial - Infrastructure Operations,IN,2017-09-18,False
12751,EZJ.L,GBp,,London Stock Exchange,LSE,"Airlines, Airports & Air Services",GB,2000-11-15,False
12752,NSFMF,USD,,Other OTC,OTC,Packaged Foods,JP,2021-12-22,False
12753,0IF4.L,USD,,London Stock Exchange,LSE,"Hardware, Equipment & Parts",US,2018-01-29,False
12754,AVAV,USD,0001368622,NASDAQ Global Select,NASDAQ,Aerospace & Defense,US,2007-01-23,False
12755,NTCOY,USD,,Other OTC,OTC,Household & Personal Products,BR,2020-01-06,False
12756,ADEVF,USD,,Other OTC,OTC,Internet Content & Information,NO,2020-01-13,False
12757,0017.HK,HKD,,Hong Kong Stock Exchange,HKSE,Real Estate - Diversified,HK,1972-11-23,False
12758,AUSC.L,GBp,,London Stock Exchange,LSE,Asset Management,GB,1993-08-19,True
12759,NOMNF,USD,,Other OTC,OTC,Gold,CA,2018-08-24,False
12760,DTAC-R.BK,THB,,Stock Exchange of Thailand,SET,Telecommunications Services,TH,2008-01-10,False
12761,IGO.AX,AUD,,Australian Securities Exchange,ASX,Industrial Materials,AU,2002-01-03,False
12762,036710.KQ,KRW,,KOSDAQ,KOE,Semiconductors,KR,2000-11-16,False
12763,BNGRF,USD,,Other OTC,OTC,Packaged Foods,FR,2015-10-12,False
12764,ENMPY,USD,0001630511,Other OTC,OTC,"Hardware, Equipment & Parts",NO,2015-03-24,False
12765,0500.HK,HKD,,Hong Kong Stock Exchange,HKSE,Integrated Freight & Logistics,HK,1988-07-29,False
12766,VRCDF,USD,,Other OTC,OTC,Medical - Diagnostics & Research,GB,2022-05-27,False
12767,AGRUF,USD,,Other OTC,OTC,Engineering & Construction,NO,2012-09-10,False
12768,002795.KS,KRW,,Korea Exchange,KSC,Household & Personal Products,KR,2000-01-04,False
12769,OLITU,USD,0001866816,NASDAQ Global Market,NASDAQ,Shell Companies,US,2021-11-09,False
12770,688366.SS,CNY,,Shanghai Stock Exchange,SHH,Biotechnology,CN,2019-10-30,False
12771,RDW-WT,USD,0001819810,New York Stock Exchange,NYSE,,US,,False
12772,SWKH,USD,0001089907,NASDAQ Global Market,NASDAQ,Asset Management,US,1999-09-23,False
12773,BVB.DE,EUR,,Deutsche Börse,XETRA,Entertainment,DE,2000-10-31,False
12774,ASIANENE.BO,INR,,Bombay Stock Exchange,BSE,Oil & Gas Equipment & Services,IN,2005-06-01,False
12775,DEBS.L,GBp,,London Stock Exchange,LSE,Specialty Retail,GB,2014-03-14,False
12776,SOSCF,USD,,Other OTC,OTC,Packaged Foods,ES,2017-08-30,False
12777,PAISALO.NS,INR,,National Stock Exchange of India,NSE,Financial - Credit Services,IN,2009-06-16,False
12778,GDL.TO,CAD,,Toronto Stock Exchange,TSX,"Paper, Lumber & Forest Products",CA,1996-08-06,False
12779,NMK-PC,USD,0001004315,New York Stock Exchange,NYSE,,,1972-11-07,False
12780,EBCOY,USD,0000354518,Other OTC,OTC,Industrial - Machinery,JP,2010-04-26,False
12781,TLRS,USD,0001288750,Other OTC,OTC,Gold,US,2004-02-13,False
12782,CVIIW,USD,0001828248,NASDAQ,NASDAQ,Shell Companies,US,,False
12783,MTBL,USD,0001509223,New York Stock Exchange,NYSE,Software - Application,US,2011-05-04,False
12784,SCCC.BK,THB,,Stock Exchange of Thailand,SET,Construction Materials,TH,2000-01-04,False
12785,UHR.SW,CHF,,Swiss Exchange,SIX,Luxury Goods,CH,1998-07-17,False
12786,FTAI-PA,USD,0001590364,New York Stock Exchange,NYSE,Rental & Leasing Services,US,2019-09-17,False
12787,SLM,USD,0001032033,NASDAQ Global Select,NASDAQ,Financial - Credit Services,US,1983-09-23,False
12788,SAND,USD,0001434614,New York Stock Exchange,NYSE,Gold,CA,2010-02-22,False
